review_text,is_helpful,quality_rating,sentiment,word_count
"The sound quality is decent, but the connection constantly drops. Every 10 minutes, the bluetooth disconnects from my MacBook. I updated the firmware, but the issue persists. Very frustrating. Disappointed in shipping.",0,Medium,Negative,32.0
Great purchase. Disappointed in shipping.,0,Low,Positive,5.0
Useless. Did not like it. Disappointed in shipping.,1,Medium,Negative,8.0
"Perfect, thank you. Would buy again.",0,Low,Positive,6.0
Works exactly as advertised! Setup took less than 5 minutes. The build quality feels premium with a sturdy aluminum frame. I tested it with multiple devices and there was zero latency. Delivery was fast.,0,Medium,Positive,34.0
"It is okay, but not great. The sound is clear, but there is no bass. Good for podcasts, bad for music. Highly recommended by my friend.",1,High,Neutral,26.0
Worst product ever! It broke. Highly recommended by my friend.,0,Low,Negative,10.0
Works exactly as advertised! Setup took less than 5 minutes. The build quality feels premium with a sturdy aluminum frame. I tested it with multiple devices and there was zero latency. Highly recommended by my friend.,1,High,Positive,36.0
"Great purchase. Overall, it is fine.",0,Low,Positive,6.0
"Nice product, works good. Item arrived undamaged.",0,Low,Positive,7.0
"Nice product, works good. Overall, it is fine.",0,Low,Positive,8.0
"Nice product, works good. Overall, it is fine.",0,Low,Positive,8.0
Do not buy this phone case if you want protection. The plastic split along the volume rocker after only 2 days of normal use. It is very thin and offers no drop protection. Returning this immediately.,1,High,Negative,36.0
It doesn't work.,0,Low,Negative,3.0
Okay product. Shipping took two weeks but customer support was helpful when I asked for a refund. Disappointed in shipping.,1,Medium,Neutral,20.0
Terrible. Do not buy. Item arrived undamaged.,0,Low,Negative,7.0
"The sound quality is decent, but the connection constantly drops. Every 10 minutes, the bluetooth disconnects from my MacBook. I updated the firmware, but the issue persists. Very frustrating. Overall, it is fine.",1,High,Negative,33.0
Do not buy this phone case if you want protection. The plastic split along the volume rocker after only 2 days of normal use. It is very thin and offers no drop protection. Returning this immediately. Highly recommended by my friend.,1,High,Negative,41.0
"I love it!!! Great quality, highly recommend. Item arrived undamaged.",0,Low,Positive,10.0
Terrible. Do not buy. Disappointed in shipping.,1,Medium,Negative,7.0
This laptop battery is exceptional. I have been using it for 6 months and it easily lasts 10 to 12 hours on a single charge. The keyboard feel is tactile and responsive. Highly recommend for developers. Item arrived undamaged.,1,High,Positive,39.0
Useless. Did not like it.,0,Low,Negative,5.0
It doesn't work. Disappointed in shipping.,0,Low,Negative,6.0
Excellent item! Fast shipping and works fine. Delivery was fast.,0,Low,Positive,10.0
Awful purchase. Delivery was slow. Highly recommended by my friend.,0,Low,Negative,10.0
It doesn't work. Disappointed in shipping.,0,Low,Negative,6.0
"The sound quality is decent, but the connection constantly drops. Every 10 minutes, the bluetooth disconnects from my MacBook. I updated the firmware, but the issue persists. Very frustrating. Delivery was fast.",1,High,Negative,32.0
Do not buy this phone case if you want protection. The plastic split along the volume rocker after only 2 days of normal use. It is very thin and offers no drop protection. Returning this immediately. Disappointed in shipping.,1,High,Negative,39.0
"I love it!!! Great quality, highly recommend. Delivery was fast.",0,Low,Positive,10.0
Worst product ever! It broke.,0,Low,Negative,5.0
Average product. It works but the build quality is plastic-y. You get what you pay for. Disappointed in shipping.,0,Medium,Neutral,19.0
This laptop battery is exceptional. I have been using it for 6 months and it easily lasts 10 to 12 hours on a single charge. The keyboard feel is tactile and responsive. Highly recommend for developers.,1,High,Positive,36.0
"After using this vacuum for 3 weeks, here is my honest review. Pros: 1. Great suction on hardwood. 2. Lightweight. Cons: The dustbin is a bit small and requires emptying after every room. Still, highly worth the price. Would buy again.",1,High,Positive,41.0
"Disappointed. The material feels cheap and it shrank significantly after the first wash, even though I followed the instructions. The seams are already coming loose. I expected better durability. Overall, it is fine.",1,High,Negative,33.0
Works exactly as advertised! Setup took less than 5 minutes. The build quality feels premium with a sturdy aluminum frame. I tested it with multiple devices and there was zero latency. Delivery was fast.,1,High,Positive,34.0
This laptop battery is exceptional. I have been using it for 6 months and it easily lasts 10 to 12 hours on a single charge. The keyboard feel is tactile and responsive. Highly recommend for developers. Item arrived undamaged.,0,Medium,Positive,39.0
It doesn't work. Highly recommended by my friend.,1,Medium,Negative,8.0
Useless. Did not like it. Disappointed in shipping.,0,Low,Negative,8.0
"After using this vacuum for 3 weeks, here is my honest review. Pros: 1. Great suction on hardwood. 2. Lightweight. Cons: The dustbin is a bit small and requires emptying after every room. Still, highly worth the price. Delivery was fast.",1,High,Positive,41.0
"The sound quality is decent, but the connection constantly drops. Every 10 minutes, the bluetooth disconnects from my MacBook. I updated the firmware, but the issue persists. Very frustrating. Would buy again.",0,Medium,Negative,32.0
"It is okay, but not great. The sound is clear, but there is no bass. Good for podcasts, bad for music. Overall, it is fine.",1,Medium,Neutral,25.0
Useless. Did not like it. Delivery was fast.,0,Low,Negative,8.0
"After using this vacuum for 3 weeks, here is my honest review. Pros: 1. Great suction on hardwood. 2. Lightweight. Cons: The dustbin is a bit small and requires emptying after every room. Still, highly worth the price. Would buy again.",1,High,Positive,41.0
This laptop battery is exceptional. I have been using it for 6 months and it easily lasts 10 to 12 hours on a single charge. The keyboard feel is tactile and responsive. Highly recommend for developers. Highly recommended by my friend.,1,High,Positive,41.0
"I love it!!! Great quality, highly recommend. Delivery was fast.",0,Low,Positive,10.0
"This is a fantastic monitor for the price. The colors are vibrant and the 144Hz refresh rate makes gaming extremely smooth. The stand is adjustable, which is a great bonus. No dead pixels found. Overall, it is fine.",0,Medium,Positive,38.0
"I love it!!! Great quality, highly recommend.",0,Low,Positive,7.0
"Do not buy this phone case if you want protection. The plastic split along the volume rocker after only 2 days of normal use. It is very thin and offers no drop protection. Returning this immediately. Overall, it is fine.",1,High,Negative,40.0
"After using this vacuum for 3 weeks, here is my honest review. Pros: 1. Great suction on hardwood. 2. Lightweight. Cons: The dustbin is a bit small and requires emptying after every room. Still, highly worth the price. Disappointed in shipping.",1,High,Positive,41.0
"Perfect, thank you. Delivery was fast.",0,Low,Positive,6.0
Awful purchase. Delivery was slow. Highly recommended by my friend.,0,Low,Negative,10.0
Awful purchase. Delivery was slow. Would buy again.,0,Low,Negative,8.0
Works exactly as advertised! Setup took less than 5 minutes. The build quality feels premium with a sturdy aluminum frame. I tested it with multiple devices and there was zero latency. Delivery was fast.,1,High,Positive,34.0
"It is okay, but not great. The sound is clear, but there is no bass. Good for podcasts, bad for music. Disappointed in shipping.",1,Medium,Neutral,24.0
Average product. It works but the build quality is plastic-y. You get what you pay for. Disappointed in shipping.,0,Medium,Neutral,19.0
"I love it!!! Great quality, highly recommend. Disappointed in shipping.",1,Medium,Positive,10.0
"The sound quality is decent, but the connection constantly drops. Every 10 minutes, the bluetooth disconnects from my MacBook. I updated the firmware, but the issue persists. Very frustrating.",1,High,Negative,29.0
"Great purchase. Overall, it is fine.",0,Low,Positive,6.0
It doesn't work. Item arrived undamaged.,0,Low,Negative,6.0
"Excellent item! Fast shipping and works fine. Overall, it is fine.",0,Low,Positive,11.0
Useless. Did not like it. Item arrived undamaged.,0,Low,Negative,8.0
Awful purchase. Delivery was slow. Disappointed in shipping.,1,Medium,Negative,8.0
"This is a fantastic monitor for the price. The colors are vibrant and the 144Hz refresh rate makes gaming extremely smooth. The stand is adjustable, which is a great bonus. No dead pixels found.",1,High,Positive,34.0
Works exactly as advertised! Setup took less than 5 minutes. The build quality feels premium with a sturdy aluminum frame. I tested it with multiple devices and there was zero latency. Disappointed in shipping.,0,Medium,Positive,34.0
Useless. Did not like it. Highly recommended by my friend.,0,Low,Negative,10.0
"Worst product ever! It broke. Overall, it is fine.",0,Low,Negative,9.0
"Worst product ever! It broke. Overall, it is fine.",0,Low,Negative,9.0
Worst product ever! It broke. Delivery was fast.,0,Low,Negative,8.0
"Disappointed. The material feels cheap and it shrank significantly after the first wash, even though I followed the instructions. The seams are already coming loose. I expected better durability. Delivery was fast.",1,High,Negative,32.0
Worst product ever! It broke. Delivery was fast.,0,Low,Negative,8.0
"Terrible. Do not buy. Overall, it is fine.",0,Low,Negative,8.0
Works exactly as advertised! Setup took less than 5 minutes. The build quality feels premium with a sturdy aluminum frame. I tested it with multiple devices and there was zero latency. Delivery was fast.,1,High,Positive,34.0
Do not buy this phone case if you want protection. The plastic split along the volume rocker after only 2 days of normal use. It is very thin and offers no drop protection. Returning this immediately. Would buy again.,1,High,Negative,39.0
It doesn't work. Highly recommended by my friend.,0,Low,Negative,8.0
Great purchase.,0,Low,Positive,2.0
Okay product. Shipping took two weeks but customer support was helpful when I asked for a refund.,1,Medium,Neutral,17.0
Works exactly as advertised! Setup took less than 5 minutes. The build quality feels premium with a sturdy aluminum frame. I tested it with multiple devices and there was zero latency.,1,High,Positive,31.0
Useless. Did not like it. Would buy again.,0,Low,Negative,8.0
"After using this vacuum for 3 weeks, here is my honest review. Pros: 1. Great suction on hardwood. 2. Lightweight. Cons: The dustbin is a bit small and requires emptying after every room. Still, highly worth the price. Highly recommended by my friend.",1,High,Positive,43.0
It doesn't work. Would buy again.,0,Low,Negative,6.0
Excellent item! Fast shipping and works fine. Disappointed in shipping.,0,Low,Positive,10.0
"After using this vacuum for 3 weeks, here is my honest review. Pros: 1. Great suction on hardwood. 2. Lightweight. Cons: The dustbin is a bit small and requires emptying after every room. Still, highly worth the price. Delivery was fast.",1,High,Positive,41.0
Terrible. Do not buy. Item arrived undamaged.,0,Low,Negative,7.0
This laptop battery is exceptional. I have been using it for 6 months and it easily lasts 10 to 12 hours on a single charge. The keyboard feel is tactile and responsive. Highly recommend for developers. Disappointed in shipping.,1,High,Positive,39.0
"The sound quality is decent, but the connection constantly drops. Every 10 minutes, the bluetooth disconnects from my MacBook. I updated the firmware, but the issue persists. Very frustrating. Item arrived undamaged.",1,High,Negative,32.0
"This is a fantastic monitor for the price. The colors are vibrant and the 144Hz refresh rate makes gaming extremely smooth. The stand is adjustable, which is a great bonus. No dead pixels found. Item arrived undamaged.",1,High,Positive,37.0
Excellent item! Fast shipping and works fine. Highly recommended by my friend.,1,Medium,Positive,12.0
"Nice product, works good. Disappointed in shipping.",0,Low,Positive,7.0
"The sound quality is decent, but the connection constantly drops. Every 10 minutes, the bluetooth disconnects from my MacBook. I updated the firmware, but the issue persists. Very frustrating. Overall, it is fine.",1,High,Negative,33.0
"Perfect, thank you. Would buy again.",1,Medium,Positive,6.0
It doesn't work. Item arrived undamaged.,0,Low,Negative,6.0
Average product. It works but the build quality is plastic-y. You get what you pay for. Item arrived undamaged.,0,Medium,Neutral,19.0
Useless. Did not like it. Delivery was fast.,0,Low,Negative,8.0
Average product. It works but the build quality is plastic-y. You get what you pay for. Disappointed in shipping.,0,Medium,Neutral,19.0
"The sound quality is decent, but the connection constantly drops. Every 10 minutes, the bluetooth disconnects from my MacBook. I updated the firmware, but the issue persists. Very frustrating. Overall, it is fine.",1,High,Negative,33.0
Average product. It works but the build quality is plastic-y. You get what you pay for. Would buy again.,0,Medium,Neutral,19.0
It doesn't work. Would buy again.,0,Low,Negative,6.0
Worst product ever! It broke. Item arrived undamaged.,0,Low,Negative,8.0
"Perfect, thank you. Highly recommended by my friend.",0,Low,Positive,8.0
"Perfect, thank you. Delivery was fast.",0,Low,Positive,6.0
"It is okay, but not great. The sound is clear, but there is no bass. Good for podcasts, bad for music. Overall, it is fine.",1,Medium,Neutral,25.0
"I love it!!! Great quality, highly recommend. Would buy again.",0,Low,Positive,10.0
"Nice product, works good. Overall, it is fine.",0,Low,Positive,8.0
Do not buy this phone case if you want protection. The plastic split along the volume rocker after only 2 days of normal use. It is very thin and offers no drop protection. Returning this immediately.,1,High,Negative,36.0
"Perfect, thank you. Highly recommended by my friend.",0,Low,Positive,8.0
Works exactly as advertised! Setup took less than 5 minutes. The build quality feels premium with a sturdy aluminum frame. I tested it with multiple devices and there was zero latency. Item arrived undamaged.,1,High,Positive,34.0
Do not buy this phone case if you want protection. The plastic split along the volume rocker after only 2 days of normal use. It is very thin and offers no drop protection. Returning this immediately. Item arrived undamaged.,1,High,Negative,39.0
"It is okay, but not great. The sound is clear, but there is no bass. Good for podcasts, bad for music. Item arrived undamaged.",0,Medium,Neutral,24.0
"Perfect, thank you.",0,Low,Positive,3.0
Works exactly as advertised! Setup took less than 5 minutes. The build quality feels premium with a sturdy aluminum frame. I tested it with multiple devices and there was zero latency. Delivery was fast.,0,Medium,Positive,34.0
"Nice product, works good. Delivery was fast.",0,Low,Positive,7.0
Worst product ever! It broke. Would buy again.,0,Low,Negative,8.0
Do not buy this phone case if you want protection. The plastic split along the volume rocker after only 2 days of normal use. It is very thin and offers no drop protection. Returning this immediately. Disappointed in shipping.,1,High,Negative,39.0
"Worst product ever! It broke. Overall, it is fine.",0,Low,Negative,9.0
"Terrible. Do not buy. Overall, it is fine.",0,Low,Negative,8.0
"Nice product, works good. Highly recommended by my friend.",0,Low,Positive,9.0
Average product. It works but the build quality is plastic-y. You get what you pay for. Disappointed in shipping.,0,Medium,Neutral,19.0
Useless. Did not like it.,0,Low,Negative,5.0
This laptop battery is exceptional. I have been using it for 6 months and it easily lasts 10 to 12 hours on a single charge. The keyboard feel is tactile and responsive. Highly recommend for developers. Highly recommended by my friend.,1,High,Positive,41.0
Worst product ever! It broke. Disappointed in shipping.,0,Low,Negative,8.0
Average product. It works but the build quality is plastic-y. You get what you pay for. Highly recommended by my friend.,0,Medium,Neutral,21.0
"The sound quality is decent, but the connection constantly drops. Every 10 minutes, the bluetooth disconnects from my MacBook. I updated the firmware, but the issue persists. Very frustrating. Delivery was fast.",1,High,Negative,32.0
"Nice product, works good. Overall, it is fine.",0,Low,Positive,8.0
Useless. Did not like it. Highly recommended by my friend.,0,Low,Negative,10.0
Okay product. Shipping took two weeks but customer support was helpful when I asked for a refund. Item arrived undamaged.,0,Medium,Neutral,20.0
"This is a fantastic monitor for the price. The colors are vibrant and the 144Hz refresh rate makes gaming extremely smooth. The stand is adjustable, which is a great bonus. No dead pixels found. Disappointed in shipping.",1,High,Positive,37.0
This laptop battery is exceptional. I have been using it for 6 months and it easily lasts 10 to 12 hours on a single charge. The keyboard feel is tactile and responsive. Highly recommend for developers. Disappointed in shipping.,1,High,Positive,39.0
This laptop battery is exceptional. I have been using it for 6 months and it easily lasts 10 to 12 hours on a single charge. The keyboard feel is tactile and responsive. Highly recommend for developers. Item arrived undamaged.,1,High,Positive,39.0
"After using this vacuum for 3 weeks, here is my honest review. Pros: 1. Great suction on hardwood. 2. Lightweight. Cons: The dustbin is a bit small and requires emptying after every room. Still, highly worth the price. Overall, it is fine.",1,High,Positive,42.0
"I love it!!! Great quality, highly recommend.",0,Low,Positive,7.0
Terrible. Do not buy. Highly recommended by my friend.,0,Low,Negative,9.0
Terrible. Do not buy. Would buy again.,0,Low,Negative,7.0
"Nice product, works good. Disappointed in shipping.",0,Low,Positive,7.0
"This is a fantastic monitor for the price. The colors are vibrant and the 144Hz refresh rate makes gaming extremely smooth. The stand is adjustable, which is a great bonus. No dead pixels found. Would buy again.",1,High,Positive,37.0
Average product. It works but the build quality is plastic-y. You get what you pay for. Delivery was fast.,0,Medium,Neutral,19.0
"Perfect, thank you. Delivery was fast.",0,Low,Positive,6.0
"Perfect, thank you. Item arrived undamaged.",0,Low,Positive,6.0
"The sound quality is decent, but the connection constantly drops. Every 10 minutes, the bluetooth disconnects from my MacBook. I updated the firmware, but the issue persists. Very frustrating. Item arrived undamaged.",1,High,Negative,32.0
"Useless. Did not like it. Overall, it is fine.",0,Low,Negative,9.0
"Great purchase. Overall, it is fine.",0,Low,Positive,6.0
"It is okay, but not great. The sound is clear, but there is no bass. Good for podcasts, bad for music.",1,Medium,Neutral,21.0
"Nice product, works good. Would buy again.",0,Low,Positive,7.0
Great purchase. Would buy again.,0,Low,Positive,5.0
Do not buy this phone case if you want protection. The plastic split along the volume rocker after only 2 days of normal use. It is very thin and offers no drop protection. Returning this immediately. Disappointed in shipping.,1,High,Negative,39.0
"I love it!!! Great quality, highly recommend.",0,Low,Positive,7.0
Excellent item! Fast shipping and works fine. Item arrived undamaged.,1,Medium,Positive,10.0
Worst product ever! It broke.,0,Low,Negative,5.0
This laptop battery is exceptional. I have been using it for 6 months and it easily lasts 10 to 12 hours on a single charge. The keyboard feel is tactile and responsive. Highly recommend for developers. Item arrived undamaged.,1,High,Positive,39.0
Worst product ever! It broke. Would buy again.,0,Low,Negative,8.0
This laptop battery is exceptional. I have been using it for 6 months and it easily lasts 10 to 12 hours on a single charge. The keyboard feel is tactile and responsive. Highly recommend for developers. Highly recommended by my friend.,1,High,Positive,41.0
Average product. It works but the build quality is plastic-y. You get what you pay for. Highly recommended by my friend.,0,Medium,Neutral,21.0
Excellent item! Fast shipping and works fine. Disappointed in shipping.,0,Low,Positive,10.0
Okay product. Shipping took two weeks but customer support was helpful when I asked for a refund.,1,Medium,Neutral,17.0
Excellent item! Fast shipping and works fine. Delivery was fast.,0,Low,Positive,10.0
"Perfect, thank you. Item arrived undamaged.",0,Low,Positive,6.0
"It is okay, but not great. The sound is clear, but there is no bass. Good for podcasts, bad for music. Delivery was fast.",1,Medium,Neutral,24.0
It doesn't work. Delivery was fast.,1,Medium,Negative,6.0
Average product. It works but the build quality is plastic-y. You get what you pay for. Item arrived undamaged.,0,Medium,Neutral,19.0
"Disappointed. The material feels cheap and it shrank significantly after the first wash, even though I followed the instructions. The seams are already coming loose. I expected better durability. Would buy again.",1,High,Negative,32.0
This laptop battery is exceptional. I have been using it for 6 months and it easily lasts 10 to 12 hours on a single charge. The keyboard feel is tactile and responsive. Highly recommend for developers.,1,High,Positive,36.0
"Perfect, thank you. Item arrived undamaged.",0,Low,Positive,6.0
"It is okay, but not great. The sound is clear, but there is no bass. Good for podcasts, bad for music. Disappointed in shipping.",1,Medium,Neutral,24.0
It doesn't work. Would buy again.,0,Low,Negative,6.0
Okay product. Shipping took two weeks but customer support was helpful when I asked for a refund. Item arrived undamaged.,0,Medium,Neutral,20.0
"Nice product, works good.",0,Low,Positive,4.0
Terrible. Do not buy. Item arrived undamaged.,0,Low,Negative,7.0
Average product. It works but the build quality is plastic-y. You get what you pay for. Item arrived undamaged.,0,Medium,Neutral,19.0
It doesn't work. Disappointed in shipping.,0,Low,Negative,6.0
Awful purchase. Delivery was slow. Delivery was fast.,0,Low,Negative,8.0
Worst product ever! It broke. Delivery was fast.,0,Low,Negative,8.0
"After using this vacuum for 3 weeks, here is my honest review. Pros: 1. Great suction on hardwood. 2. Lightweight. Cons: The dustbin is a bit small and requires emptying after every room. Still, highly worth the price. Item arrived undamaged.",1,High,Positive,41.0
"It is okay, but not great. The sound is clear, but there is no bass. Good for podcasts, bad for music. Item arrived undamaged.",1,Medium,Neutral,24.0
"This is a fantastic monitor for the price. The colors are vibrant and the 144Hz refresh rate makes gaming extremely smooth. The stand is adjustable, which is a great bonus. No dead pixels found.",1,High,Positive,34.0
"Disappointed. The material feels cheap and it shrank significantly after the first wash, even though I followed the instructions. The seams are already coming loose. I expected better durability. Delivery was fast.",1,High,Negative,32.0
"I love it!!! Great quality, highly recommend. Delivery was fast.",0,Low,Positive,10.0
This laptop battery is exceptional. I have been using it for 6 months and it easily lasts 10 to 12 hours on a single charge. The keyboard feel is tactile and responsive. Highly recommend for developers. Highly recommended by my friend.,0,Medium,Positive,41.0
"It is okay, but not great. The sound is clear, but there is no bass. Good for podcasts, bad for music. Highly recommended by my friend.",1,High,Neutral,26.0
This laptop battery is exceptional. I have been using it for 6 months and it easily lasts 10 to 12 hours on a single charge. The keyboard feel is tactile and responsive. Highly recommend for developers.,1,High,Positive,36.0
"Nice product, works good. Item arrived undamaged.",0,Low,Positive,7.0
Do not buy this phone case if you want protection. The plastic split along the volume rocker after only 2 days of normal use. It is very thin and offers no drop protection. Returning this immediately. Delivery was fast.,1,High,Negative,39.0
"Useless. Did not like it. Overall, it is fine.",0,Low,Negative,9.0
Worst product ever! It broke. Item arrived undamaged.,0,Low,Negative,8.0
"This is a fantastic monitor for the price. The colors are vibrant and the 144Hz refresh rate makes gaming extremely smooth. The stand is adjustable, which is a great bonus. No dead pixels found. Would buy again.",1,High,Positive,37.0
Worst product ever! It broke. Highly recommended by my friend.,0,Low,Negative,10.0
"It is okay, but not great. The sound is clear, but there is no bass. Good for podcasts, bad for music. Highly recommended by my friend.",1,High,Neutral,26.0
This laptop battery is exceptional. I have been using it for 6 months and it easily lasts 10 to 12 hours on a single charge. The keyboard feel is tactile and responsive. Highly recommend for developers. Highly recommended by my friend.,1,High,Positive,41.0
Awful purchase. Delivery was slow. Disappointed in shipping.,0,Low,Negative,8.0
"It is okay, but not great. The sound is clear, but there is no bass. Good for podcasts, bad for music. Overall, it is fine.",0,Medium,Neutral,25.0
Do not buy this phone case if you want protection. The plastic split along the volume rocker after only 2 days of normal use. It is very thin and offers no drop protection. Returning this immediately. Would buy again.,1,High,Negative,39.0
"After using this vacuum for 3 weeks, here is my honest review. Pros: 1. Great suction on hardwood. 2. Lightweight. Cons: The dustbin is a bit small and requires emptying after every room. Still, highly worth the price. Delivery was fast.",1,High,Positive,41.0
Great purchase. Would buy again.,0,Low,Positive,5.0
"The sound quality is decent, but the connection constantly drops. Every 10 minutes, the bluetooth disconnects from my MacBook. I updated the firmware, but the issue persists. Very frustrating. Item arrived undamaged.",1,High,Negative,32.0
Great purchase. Delivery was fast.,0,Low,Positive,5.0
Great purchase.,0,Low,Positive,2.0
Worst product ever! It broke. Highly recommended by my friend.,0,Low,Negative,10.0
"It doesn't work. Overall, it is fine.",1,Medium,Negative,7.0
Worst product ever! It broke.,0,Low,Negative,5.0
Terrible. Do not buy.,0,Low,Negative,4.0
"Perfect, thank you. Item arrived undamaged.",0,Low,Positive,6.0
"Terrible. Do not buy. Overall, it is fine.",0,Low,Negative,8.0
"Perfect, thank you. Item arrived undamaged.",0,Low,Positive,6.0
"I love it!!! Great quality, highly recommend. Would buy again.",0,Low,Positive,10.0
"After using this vacuum for 3 weeks, here is my honest review. Pros: 1. Great suction on hardwood. 2. Lightweight. Cons: The dustbin is a bit small and requires emptying after every room. Still, highly worth the price.",1,High,Positive,38.0
